,Soil Moisture,Temperature, Soil Humidity,Air temperature (C),Air humidity (%),Pressure (KPa)
534,28.0,24.0,37.0,26.05,8.85,101.15
535,89.0,41.0,57.0,26.0,8.88,101.15
536,60.0,21.0,59.0,25.92,9.12,101.16
537,55.0,19.0,29.0,25.85,9.35,101.16
538,85.0,35.0,27.0,25.72,9.66,101.18
539,80.0,38.0,64.0,25.6,9.97,101.19
540,74.0,32.0,20.0,25.54,10.24,101.2
541,24.0,5.0,66.0,25.49,10.5,101.2
542,29.0,43.0,60.0,25.43,10.95,101.2
543,49.0,41.0,31.0,25.37,11.4,101.21
544,43.0,18.0,39.0,25.14,11.9,101.22
545,5.0,28.0,62.0,24.91,12.4,101.22
546,71.0,14.0,67.0,24.66,12.8,101.22
547,49.0,24.0,45.0,24.4,13.2,101.23
548,40.0,10.0,32.0,24.4,13.39,101.23
549,21.0,23.0,28.0,24.4,13.58,101.23
550,17.0,11.0,40.0,24.26,14.26,101.24
551,13.0,31.0,35.0,24.13,14.94,101.24
552,59.0,28.0,32.0,24.04,15.38,101.25
553,63.0,38.0,35.0,23.95,15.81,101.26
554,82.0,26.0,58.0,23.87,16.02,101.26
555,75.0,12.0,25.0,23.79,16.23,101.27
556,57.0,31.0,66.0,23.65,16.53,101.27
557,83.0,21.0,62.0,23.51,16.83,101.27
558,39.0,45.0,61.0,23.47,16.6,101.27
559,65.0,23.0,23.0,23.43,16.38,101.27
560,54.0,38.0,63.0,23.22,16.54,101.27
561,10.0,28.0,61.0,23.01,16.69,101.27
562,8.0,27.0,53.0,23.06,16.48,101.26
563,28.0,29.0,47.0,23.11,16.28,101.26
564,19.0,33.0,31.0,23.0,16.45,101.26
565,70.0,28.0,24.0,22.89,16.63,101.26
566,31.0,12.0,32.0,22.64,16.92,101.26
567,83.0,22.0,61.0,22.39,17.22,101.27
568,6.0,41.0,56.0,22.36,17.12,101.27
569,29.0,11.0,29.0,22.33,17.01,101.27
570,72.0,24.0,46.0,22.3,16.97,101.28
571,14.0,27.0,60.0,22.27,16.92,101.28
572,31.0,23.0,70.0,22.2,17.72,101.28
573,7.0,17.0,57.0,22.12,18.52,101.28
574,34.0,11.0,25.0,22.08,19.08,101.28
575,39.0,9.0,57.0,22.03,19.64,101.28
576,88.0,15.0,52.0,21.72,21.18,101.28
577,12.0,44.0,42.0,21.41,22.71,101.28
578,90.0,29.0,53.0,21.23,23.61,101.28
579,26.0,22.0,35.0,21.05,24.51,101.28
580,11.0,27.0,25.0,21.11,24.38,101.28
581,74.0,17.0,23.0,21.17,24.25,101.28
582,71.0,15.0,23.0,21.13,23.97,101.28
583,43.0,43.0,32.0,21.1,23.7,101.28
584,84.0,32.0,34.0,21.06,23.42,101.27
585,44.0,19.0,31.0,21.02,23.14,101.27
586,42.0,24.0,20.0,20.85,23.42,101.27
587,20.0,37.0,57.0,20.67,23.69,101.26
588,36.0,17.0,22.0,20.5,23.96,101.26
589,26.0,2.0,32.0,20.33,24.24,101.26
590,20.0,44.0,55.0,20.29,24.1,101.25
591,11.0,41.0,21.0,20.25,23.97,101.24
592,49.0,19.0,47.0,20.19,23.94,101.24
593,49.0,16.0,25.0,20.13,23.91,101.24
594,39.0,37.0,33.0,20.07,23.88,101.24
595,83.0,32.0,22.0,19.9,24.06,101.24
596,40.0,34.0,55.0,19.74,24.25,101.23
597,2.0,25.0,22.0,19.66,24.32,101.24
598,85.0,24.0,25.0,19.58,24.4,101.24
599,35.0,20.0,61.0,19.34,25.15,101.24
600,36.0,32.0,60.0,19.1,25.9,101.23
601,75.0,31.0,44.0,19.09,25.85,101.22
602,71.0,12.0,33.0,19.08,25.81,101.22
603,81.0,28.0,37.0,19.01,25.6,101.21
604,18.0,36.0,49.0,18.94,25.39,101.2
605,21.0,25.0,46.0,18.96,24.76,101.2
606,46.0,19.0,42.0,18.99,24.14,101.19
607,60.0,25.0,40.0,19.02,23.64,101.18
608,12.0,28.0,32.0,19.04,23.13,101.17
609,13.0,0.0,60.0,18.98,22.65,101.17
610,82.0,11.0,20.0,18.93,22.17,101.17
611,27.0,41.0,59.0,18.99,21.66,101.16
612,9.0,2.0,62.0,19.06,21.14,101.15
613,62.0,7.0,68.0,19.07,20.74,101.15
614,82.0,31.0,30.0,19.08,20.33,101.14
615,51.0,35.0,52.0,19.02,20.26,101.14
616,61.0,0.0,53.0,18.95,20.18,101.13
617,89.0,12.0,34.0,18.78,20.86,101.12
618,56.0,5.0,39.0,18.61,21.54,101.12
619,13.0,37.0,28.0,18.52,21.96,101.12
620,19.0,38.0,51.0,18.44,22.38,101.12
621,90.0,22.0,27.0,18.35,22.81,101.12
622,60.0,41.0,20.0,18.26,23.23,101.12
623,39.0,7.0,56.0,18.38,22.28,101.12
624,72.0,15.0,43.0,18.49,21.32,101.11
625,90.0,37.0,57.0,18.52,20.45,101.1
626,44.0,34.0,36.0,18.55,19.59,101.1
627,73.0,19.0,42.0,18.54,19.21,101.1
628,71.0,27.0,69.0,18.52,18.83,101.1
629,55.0,36.0,47.0,18.4,19.38,101.1
630,70.0,7.0,39.0,18.28,19.93,101.11
631,35.0,25.0,66.0,18.04,20.98,101.12
632,25.0,33.0,45.0,17.8,22.04,101.12
633,26.0,14.0,61.0,17.65,22.72,101.12
634,53.0,36.0,24.0,17.5,23.41,101.11
635,86.0,3.0,51.0,17.38,23.49,101.11
636,2.0,5.0,65.0,17.27,23.57,101.11
637,28.0,21.0,48.0,17.28,22.52,101.11
638,15.0,37.0,53.0,17.29,21.48,101.11
639,36.0,17.0,62.0,17.37,20.2,101.11
640,35.0,34.0,34.0,17.45,18.92,101.11
641,54.0,22.0,59.0,17.56,18.41,101.11
642,72.0,25.0,50.0,17.68,17.9,101.11
643,86.0,44.0,48.0,17.7,17.65,101.11
644,34.0,14.0,37.0,17.71,17.4,101.11
645,36.0,29.0,54.0,17.55,17.57,101.11
646,55.0,23.0,70.0,17.38,17.74,101.11
647,42.0,7.0,34.0,17.29,17.83,101.12
648,28.0,40.0,44.0,17.21,17.92,101.12
649,44.0,37.0,46.0,17.12,18.01,101.13
650,5.0,28.0,30.0,16.96,18.41,101.14
651,42.0,9.0,56.0,16.81,18.81,101.14
652,81.0,15.0,22.0,16.89,18.82,101.14
653,4.0,33.0,53.0,16.96,18.84,101.15
654,63.0,28.0,21.0,17.04,18.86,101.16
655,3.0,26.0,20.0,17.12,18.87,101.16
656,88.0,41.0,64.0,17.03,19.08,101.17
657,10.0,40.0,53.0,16.94,19.28,101.18
658,35.0,24.0,35.0,16.76,19.88,101.18
659,19.0,23.0,36.0,16.59,20.48,101.19
660,70.0,9.0,39.0,16.55,20.8,101.2
661,34.0,37.0,38.0,16.51,21.12,101.2
662,61.0,41.0,64.0,16.33,21.62,101.2
663,40.0,38.0,58.0,16.14,22.11,101.21
664,70.0,32.0,64.0,16.0,22.56,101.22
665,26.0,37.0,65.0,15.85,23.01,101.23
666,31.0,24.0,48.0,15.77,23.2,101.24
667,74.0,2.0,43.0,15.69,23.38,101.26
668,30.0,25.0,53.0,15.89,22.62,101.26
669,47.0,2.0,33.0,16.09,21.85,101.27
670,14.0,8.0,51.0,16.4,21.06,101.26
671,88.0,41.0,45.0,16.72,20.26,101.26
672,52.0,7.0,66.0,16.99,20.1,101.26
673,66.0,2.0,58.0,17.26,19.94,101.26
674,44.0,23.0,60.0,17.7,19.34,101.27
675,74.0,1.0,49.0,18.15,18.75,101.28
676,89.0,29.0,40.0,18.73,17.99,101.28
677,32.0,29.0,54.0,19.31,17.24,101.29
678,33.0,8.0,59.0,19.94,16.27,101.3
679,55.0,28.0,44.0,20.57,15.31,101.31
680,5.0,35.0,30.0,21.18,14.57,101.32
681,84.0,5.0,33.0,21.8,13.83,101.33
682,30.0,27.0,34.0,22.41,13.09,101.34
683,81.0,12.0,48.0,23.02,12.35,101.35
684,66.0,37.0,50.0,23.67,11.86,101.36
685,56.0,40.0,33.0,24.32,11.37,101.37
686,89.0,44.0,68.0,24.96,10.36,101.37
687,43.0,14.0,41.0,25.6,9.34,101.37
688,52.0,45.0,26.0,26.06,8.85,101.38
689,40.0,24.0,32.0,26.52,8.36,101.39
690,35.0,43.0,67.0,27.06,8.13,101.4
691,65.0,14.0,28.0,27.59,7.9,101.4
692,30.0,37.0,30.0,28.14,6.9,101.41
693,63.0,41.0,43.0,28.69,5.91,101.42
694,58.0,25.0,68.0,29.15,5.4,101.43
695,45.0,41.0,49.0,29.61,4.88,101.43
696,19.0,28.0,55.0,29.88,4.65,101.43
697,2.0,13.0,43.0,30.14,4.42,101.43
698,37.0,3.0,62.0,30.54,4.0,101.43
699,71.0,34.0,38.0,30.95,3.57,101.43
700,30.0,19.0,55.0,31.38,3.64,101.44
701,55.0,19.0,70.0,31.8,3.7,101.45
702,6.0,21.0,49.0,31.78,3.57,101.45
703,74.0,0.0,58.0,31.77,3.44,101.45
704,8.0,6.0,57.0,31.76,3.31,101.45
705,21.0,36.0,49.0,31.74,3.18,101.45
706,66.0,24.0,61.0,32.4,2.96,101.45
707,88.0,24.0,42.0,33.06,2.74,101.45
708,66.0,36.0,50.0,32.97,2.66,101.44
709,61.0,25.0,31.0,32.87,2.58,101.43
710,81.0,31.0,43.0,32.99,2.55,101.43
711,53.0,4.0,42.0,33.11,2.53,101.43
712,57.0,36.0,27.0,33.34,2.51,101.44
713,12.0,9.0,29.0,33.57,2.5,101.44
714,84.0,38.0,48.0,34.0,2.54,101.43
715,68.0,7.0,49.0,34.44,2.59,101.42
716,1.0,8.0,63.0,34.4,2.24,101.4
717,65.0,29.0,67.0,34.37,1.9,101.39
718,48.0,5.0,45.0,34.41,1.92,101.39
719,67.0,8.0,26.0,34.45,1.93,101.39
720,71.0,28.0,43.0,34.67,1.91,101.38
721,51.0,25.0,34.0,34.9,1.89,101.38
722,30.0,35.0,51.0,34.7,1.82,101.36
723,2.0,22.0,46.0,34.49,1.75,101.35
724,37.0,30.0,63.0,34.98,1.69,101.34
725,43.0,37.0,32.0,35.48,1.64,101.34
726,50.0,29.0,56.0,35.34,1.58,101.34
727,17.0,3.0,46.0,35.21,1.52,101.33
728,90.0,35.0,32.0,35.16,1.32,101.32
729,23.0,8.0,60.0,35.12,1.12,101.32
730,22.0,9.0,69.0,34.67,1.44,101.32
731,37.0,34.0,66.0,34.23,1.77,101.31
732,37.0,2.0,56.0,33.94,1.86,101.3
733,89.0,25.0,42.0,33.64,1.95,101.3
734,38.0,41.0,37.0,33.12,2.01,101.29
735,88.0,21.0,29.0,32.59,2.07,101.28
736,12.0,28.0,37.0,32.66,2.25,101.27
737,48.0,20.0,49.0,32.72,2.43,101.26
738,87.0,0.0,44.0,33.04,2.04,101.25
739,80.0,11.0,22.0,33.36,1.66,101.24
740,62.0,29.0,68.0,33.53,1.4,101.24
741,46.0,22.0,42.0,33.71,1.14,101.24
742,88.0,9.0,57.0,33.86,1.1,101.23
743,22.0,11.0,38.0,34.0,1.05,101.22
744,19.0,27.0,63.0,33.9,1.04,101.21
745,33.0,20.0,39.0,33.8,1.04,101.2
746,68.0,40.0,60.0,33.67,1.16,101.19
747,49.0,44.0,50.0,33.54,1.27,101.18
748,6.0,38.0,25.0,33.68,1.48,101.17
749,10.0,23.0,63.0,33.82,1.68,101.16
750,8.0,1.0,26.0,33.63,1.68,101.16
751,20.0,44.0,24.0,33.44,1.69,101.16
752,39.0,31.0,20.0,33.38,1.66,101.16
753,28.0,41.0,55.0,33.31,1.63,101.15
754,58.0,17.0,61.0,33.3,1.38,101.15
755,47.0,1.0,36.0,33.29,1.14,101.14
756,90.0,17.0,31.0,33.02,1.32,101.13
757,3.0,2.0,39.0,32.76,1.5,101.12
758,88.0,41.0,30.0,32.78,1.39,101.12
759,85.0,6.0,53.0,32.79,1.28,101.11
760,75.0,27.0,56.0,32.92,1.28,101.1
761,38.0,3.0,30.0,33.04,1.29,101.1
762,49.0,3.0,43.0,33.02,1.3,101.1
763,68.0,35.0,69.0,33.01,1.31,101.1
764,69.0,21.0,55.0,33.07,1.04,101.1
765,51.0,43.0,50.0,33.13,0.76,101.09
766,48.0,18.0,23.0,33.08,0.7,101.08
767,53.0,2.0,29.0,33.02,0.64,101.08
768,22.0,13.0,43.0,32.92,0.74,101.07
769,15.0,9.0,69.0,32.82,0.85,101.07
770,41.0,32.0,64.0,32.77,1.14,101.06
771,79.0,31.0,20.0,32.72,1.42,101.06
772,33.0,24.0,58.0,32.63,1.28,101.06
773,50.0,31.0,68.0,32.54,1.14,101.06
774,30.0,27.0,27.0,32.6,1.0,101.06
775,46.0,40.0,63.0,32.65,0.86,101.05
776,71.0,5.0,20.0,32.45,0.86,101.04
777,78.0,45.0,29.0,32.25,0.86,101.04
778,73.0,19.0,49.0,32.22,0.84,101.04
779,14.0,4.0,50.0,32.19,0.81,101.04
780,59.0,20.0,51.0,32.17,0.7,101.04
781,15.0,38.0,58.0,32.15,0.59,101.03
782,81.0,21.0,60.0,32.06,0.89,101.02
783,54.0,42.0,63.0,31.97,1.19,101.02
784,60.0,34.0,33.0,31.84,1.06,101.02
785,42.0,1.0,29.0,31.72,0.93,101.01
786,49.0,10.0,35.0,31.64,1.04,101.0
787,55.0,27.0,24.0,31.57,1.16,101.0
788,43.0,27.0,36.0,31.52,1.3,101.0
789,48.0,16.0,42.0,31.47,1.43,101.0
790,35.0,32.0,50.0,31.37,1.42,101.0
791,76.0,17.0,35.0,31.27,1.42,101.01
792,20.0,37.0,47.0,31.06,1.26,101.0
793,5.0,20.0,48.0,30.84,1.1,101.0
794,48.0,4.0,60.0,30.68,1.24,101.0
795,53.0,27.0,23.0,30.52,1.38,101.0
796,18.0,11.0,58.0,30.36,1.52,101.0
797,71.0,24.0,25.0,30.2,1.66,101.0
798,7.0,2.0,62.0,29.96,2.06,101.0
799,89.0,22.0,34.0,29.72,2.47,101.01
800,85.0,11.0,23.0,29.55,2.62,101.02
801,71.0,41.0,68.0,29.38,2.76,101.02
802,85.0,26.0,30.0,29.08,2.76,101.02
803,2.0,37.0,55.0,28.78,2.77,101.02
804,29.0,36.0,52.0,28.58,2.65,101.02
805,60.0,18.0,48.0,28.39,2.53,101.03
806,46.0,21.0,23.0,28.18,2.53,101.04
807,89.0,10.0,51.0,27.96,2.53,101.04
808,76.0,20.0,49.0,27.7,2.74,101.05
809,72.0,36.0,23.0,27.45,2.95,101.06
810,18.0,15.0,29.0,27.18,3.27,101.06
811,29.0,9.0,47.0,26.9,3.59,101.06
812,56.0,20.0,45.0,26.62,3.91,101.05
813,59.0,39.0,34.0,26.35,4.23,101.05
814,45.0,42.0,65.0,26.11,4.93,101.05
815,31.0,2.0,64.0,25.87,5.63,101.05
816,2.0,2.0,28.0,25.84,5.87,101.06
817,74.0,9.0,24.0,25.81,6.11,101.08
818,48.0,3.0,64.0,25.54,6.91,101.09
819,1.0,38.0,62.0,25.26,7.71,101.1
820,43.0,9.0,53.0,25.28,7.66,101.12
821,28.0,0.0,42.0,25.31,7.62,101.13
822,30.0,14.0,65.0,25.26,7.82,101.14
823,20.0,7.0,37.0,25.22,8.02,101.14
824,14.0,40.0,69.0,25.12,8.57,101.15
825,86.0,22.0,56.0,25.02,9.13,101.16
826,47.0,40.0,69.0,24.96,9.58,101.16
827,28.0,44.0,45.0,24.91,10.03,101.17
828,27.0,27.0,57.0,24.74,10.19,101.19
829,84.0,44.0,32.0,24.57,10.35,101.21
830,32.0,37.0,46.0,24.39,10.43,101.22
831,56.0,27.0,59.0,24.21,10.51,101.22
832,53.0,4.0,32.0,24.11,10.78,101.24
833,79.0,23.0,67.0,24.01,11.06,101.25
834,37.0,45.0,63.0,23.95,11.08,101.26
835,23.0,29.0,23.0,23.89,11.1,101.28
836,25.0,4.0,23.0,23.67,11.68,101.28
837,43.0,39.0,46.0,23.45,12.27,101.27
838,43.0,33.0,51.0,23.3,12.64,101.27
839,44.0,10.0,69.0,23.15,13.01,101.27
840,69.0,37.0,47.0,22.8,14.4,101.28
841,30.0,15.0,43.0,22.46,15.8,101.29
842,71.0,21.0,36.0,21.69,18.59,101.3
843,59.0,15.0,43.0,20.92,21.38,101.31
844,54.0,28.0,50.0,20.46,23.44,101.31
845,66.0,20.0,34.0,20.0,25.5,101.32
846,76.0,6.0,53.0,19.53,27.56,101.32
847,13.0,32.0,40.0,19.07,29.62,101.32
848,55.0,2.0,50.0,18.78,33.3,101.32
849,45.0,19.0,68.0,18.49,36.98,101.32
850,60.0,19.0,34.0,18.4,38.71,101.32
851,10.0,38.0,28.0,18.3,40.44,101.33
852,39.0,24.0,27.0,18.44,41.26,101.34
853,67.0,34.0,39.0,18.58,42.07,101.34
854,67.0,31.0,26.0,18.34,44.31,101.34
855,9.0,0.0,49.0,18.09,46.55,101.34
856,74.0,0.0,64.0,17.87,48.2,101.34
857,43.0,45.0,35.0,17.64,49.85,101.35
858,5.0,35.0,56.0,17.48,50.66,101.35
859,60.0,42.0,46.0,17.32,51.46,101.35
860,22.0,28.0,25.0,17.16,52.26,101.35
861,78.0,1.0,70.0,17.0,53.06,101.35
862,15.0,19.0,30.0,17.11,53.95,101.35
863,63.0,38.0,48.0,17.22,54.84,101.36
864,64.0,15.0,65.0,17.28,54.7,101.36
865,79.0,33.0,45.0,17.34,54.57,101.36
866,59.0,33.0,52.0,17.41,54.43,101.35
867,31.0,44.0,21.0,17.47,54.3,101.35
868,17.0,0.0,49.0,17.53,54.16,101.35
869,87.0,0.0,69.0,17.92,49.74,101.35
870,89.0,42.0,32.0,18.3,45.32,101.35
871,66.0,4.0,25.0,18.21,44.74,101.34
872,56.0,24.0,40.0,18.12,44.16,101.34
873,14.0,1.0,57.0,18.1,43.17,101.34
874,19.0,31.0,63.0,18.08,42.18,101.34
875,3.0,37.0,29.0,18.2,39.95,101.34
876,71.0,31.0,68.0,18.33,37.72,101.34
877,74.0,16.0,37.0,18.42,35.2,101.34
878,21.0,35.0,57.0,18.51,32.68,101.35
879,87.0,10.0,43.0,18.57,30.62,101.35
880,22.0,22.0,59.0,18.62,28.56,101.36
881,86.0,11.0,30.0,18.51,28.4,101.36
882,3.0,24.0,68.0,18.4,28.24,101.36
883,31.0,16.0,69.0,18.4,27.62,101.35
884,16.0,32.0,62.0,18.39,26.99,101.35
885,87.0,4.0,28.0,18.42,26.06,101.34
886,4.0,12.0,44.0,18.44,25.13,101.34
887,54.0,30.0,67.0,18.52,24.14,101.34
888,11.0,39.0,62.0,18.59,23.14,101.33
889,41.0,21.0,23.0,18.64,22.22,101.32
890,89.0,27.0,20.0,18.69,21.29,101.31
891,2.0,35.0,23.0,18.82,20.79,101.3
892,76.0,42.0,39.0,18.94,20.29,101.3
893,29.0,6.0,60.0,18.94,20.45,101.3
894,9.0,32.0,29.0,18.93,20.62,101.3
895,67.0,27.0,52.0,18.96,20.93,101.3
896,78.0,9.0,68.0,18.99,21.24,101.29
897,12.0,10.0,34.0,18.84,21.72,101.28
898,22.0,42.0,35.0,18.7,22.2,101.28
899,40.0,5.0,65.0,18.59,22.5,101.28
900,85.0,24.0,42.0,18.48,22.8,101.27
901,54.0,18.0,29.0,18.37,23.11,101.26
902,76.0,37.0,28.0,18.26,23.41,101.26
903,30.0,9.0,49.0,18.02,24.06,101.26
904,28.0,14.0,70.0,17.79,24.7,101.25
905,33.0,6.0,31.0,17.91,24.15,101.25
906,47.0,36.0,39.0,18.03,23.6,101.25
907,27.0,42.0,27.0,18.03,23.28,101.24
908,73.0,8.0,49.0,18.02,22.96,101.24
909,7.0,44.0,69.0,17.91,22.76,101.24
910,49.0,18.0,56.0,17.8,22.57,101.24
911,83.0,20.0,51.0,17.66,22.48,101.24
912,8.0,5.0,40.0,17.53,22.4,101.24
913,85.0,44.0,31.0,17.48,22.46,101.24
914,36.0,25.0,36.0,17.43,22.52,101.24
915,18.0,38.0,31.0,17.4,22.62,101.24
916,66.0,3.0,69.0,17.37,22.73,101.23
917,89.0,23.0,58.0,17.34,22.83,101.23
918,48.0,33.0,51.0,17.54,22.87,101.23
919,57.0,10.0,37.0,17.74,22.91,101.23
920,1.0,11.0,62.0,18.1,21.76,101.23
921,53.0,23.0,56.0,18.45,20.61,101.23
922,37.0,21.0,34.0,18.62,19.95,101.23
923,65.0,6.0,25.0,18.8,19.29,101.23
924,35.0,9.0,41.0,18.77,19.33,101.22
925,23.0,38.0,21.0,18.74,19.37,101.22
926,69.0,15.0,63.0,18.76,19.27,101.22
927,45.0,3.0,41.0,18.77,19.18,101.22
928,7.0,45.0,25.0,18.72,19.09,101.22
929,21.0,42.0,28.0,18.66,19.0,101.23
930,36.0,6.0,41.0,18.64,18.7,101.23
931,64.0,5.0,35.0,18.62,18.4,101.23
932,8.0,7.0,35.0,18.58,18.18,101.24
933,59.0,30.0,41.0,18.55,17.97,101.24
934,8.0,14.0,43.0,18.42,18.01,101.24
935,19.0,42.0,40.0,18.29,18.05,101.23
936,63.0,8.0,39.0,18.18,17.92,101.24
937,64.0,40.0,59.0,18.08,17.79,101.24
938,81.0,39.0,60.0,17.98,17.68,101.24
939,3.0,39.0,20.0,17.88,17.58,101.25
940,56.0,37.0,37.0,17.88,17.3,101.26
941,41.0,31.0,39.0,17.88,17.01,101.26
942,44.0,11.0,26.0,18.0,16.48,101.26
943,29.0,38.0,40.0,18.13,15.96,101.27
944,43.0,6.0,51.0,18.1,15.95,101.28
945,5.0,30.0,63.0,18.08,15.94,101.28
946,2.0,41.0,38.0,18.04,16.04,101.28
947,64.0,5.0,68.0,18.01,16.13,101.29
948,45.0,40.0,31.0,17.98,16.23,101.29
949,68.0,45.0,49.0,17.94,16.32,101.29
950,36.0,20.0,56.0,17.9,16.42,101.3
951,78.0,32.0,28.0,17.87,16.51,101.3
952,53.0,5.0,54.0,17.76,16.89,101.3
953,53.0,34.0,35.0,17.64,17.27,101.31
954,17.0,25.0,44.0,17.57,17.48,101.32
955,32.0,36.0,58.0,17.5,17.69,101.32
956,39.0,26.0,59.0,17.45,18.04,101.32
957,18.0,35.0,43.0,17.4,18.38,101.32
958,66.0,9.0,63.0,17.62,18.55,101.32
959,64.0,9.0,45.0,17.84,18.72,101.33
960,67.0,11.0,32.0,18.24,18.55,101.34
961,15.0,20.0,22.0,18.63,18.37,101.35
962,19.0,11.0,46.0,19.11,18.38,101.35
963,89.0,34.0,64.0,19.59,18.4,101.36
964,64.0,33.0,63.0,20.19,17.72,101.36
965,42.0,32.0,70.0,20.78,17.04,101.37
966,68.0,13.0,47.0,21.3,16.26,101.37
967,74.0,45.0,35.0,21.82,15.49,101.37
968,76.0,20.0,35.0,22.34,14.71,101.38
969,19.0,32.0,48.0,22.86,13.94,101.38
970,16.0,19.0,20.0,23.38,13.16,101.38
971,41.0,10.0,22.0,23.93,12.5,101.38
972,90.0,13.0,66.0,24.48,11.83,101.39
973,3.0,27.0,55.0,24.8,11.46,101.39
974,17.0,45.0,61.0,25.13,11.08,101.39
975,89.0,31.0,29.0,25.52,10.74,101.4
976,8.0,8.0,61.0,25.92,10.39,101.41
977,5.0,38.0,47.0,26.23,10.32,101.42
978,10.0,1.0,30.0,26.54,10.24,101.43
979,77.0,13.0,34.0,26.86,9.98,101.43
980,12.0,45.0,21.0,27.17,9.73,101.43
981,83.0,30.0,59.0,27.89,9.32,101.44
982,7.0,8.0,35.0,28.61,8.92,101.44
983,57.0,9.0,33.0,28.88,8.37,101.44
984,19.0,41.0,34.0,29.15,7.82,101.44
985,80.0,18.0,39.0,29.28,7.39,101.44
986,77.0,8.0,28.0,29.41,6.95,101.43
987,36.0,35.0,31.0,29.44,6.76,101.43
988,32.0,44.0,68.0,29.48,6.58,101.43
989,60.0,5.0,28.0,29.78,6.35,101.43
990,6.0,10.0,21.0,30.07,6.12,101.43
991,42.0,36.0,56.0,30.47,5.78,101.44
992,90.0,31.0,62.0,30.87,5.45,101.44
993,65.0,42.0,32.0,30.91,5.36,101.44
994,52.0,34.0,51.0,30.95,5.26,101.45
995,71.0,19.0,20.0,30.99,5.16,101.46
996,32.0,39.0,35.0,31.03,5.07,101.46
997,73.0,40.0,37.0,31.28,5.07,101.46
998,77.0,2.0,46.0,31.53,5.08,101.46
999,8.0,18.0,33.0,31.78,5.08,101.45
1000,61.0,12.0,63.0,32.03,5.08,101.45
1001,71.0,15.0,26.0,32.12,4.87,101.45
1002,87.0,41.0,33.0,32.2,4.66,101.45
1003,70.0,33.0,26.0,32.3,4.52,101.45
1004,36.0,35.0,56.0,32.41,4.38,101.45
1005,15.0,10.0,36.0,32.57,4.31,101.44
1006,78.0,2.0,24.0,32.73,4.25,101.43
1007,46.0,34.0,52.0,32.83,4.09,101.42
1008,41.0,30.0,21.0,32.93,3.93,101.41
1009,81.0,44.0,56.0,33.01,3.92,101.4
1010,1.0,44.0,34.0,33.09,3.91,101.39
1011,83.0,28.0,67.0,32.96,3.96,101.38
1012,40.0,40.0,53.0,32.82,4.0,101.38
1013,75.0,39.0,38.0,33.28,3.72,101.37
1014,35.0,15.0,64.0,33.74,3.44,101.36
1015,51.0,3.0,50.0,33.67,3.56,101.34
1016,69.0,35.0,32.0,33.59,3.67,101.31
1017,87.0,10.0,55.0,32.88,3.95,101.3
1018,89.0,10.0,57.0,32.17,4.23,101.3
1019,31.0,0.0,27.0,31.6,4.54,101.3
1020,66.0,15.0,47.0,31.04,4.85,101.29
1021,48.0,16.0,22.0,31.13,4.89,101.28
1022,79.0,10.0,26.0,31.22,4.93,101.27
1023,9.0,19.0,50.0,31.52,4.85,101.26
1024,52.0,33.0,64.0,31.82,4.77,101.26
1025,87.0,35.0,39.0,31.16,4.84,101.25
1026,1.0,24.0,50.0,30.5,4.91,101.24
1027,48.0,44.0,32.0,31.05,4.66,101.24
1028,90.0,37.0,29.0,31.6,4.42,101.24
1029,7.0,17.0,63.0,32.1,3.84,101.21
1030,59.0,26.0,27.0,32.48,3.81,101.2
1031,7.0,3.0,41.0,32.87,3.78,101.18
1032,57.0,32.0,43.0,32.87,3.46,101.18
1033,51.0,2.0,35.0,32.87,3.14,101.18
1034,19.0,34.0,26.0,32.23,3.58,101.17
1035,84.0,35.0,49.0,31.59,4.02,101.16
1036,68.0,0.0,38.0,31.54,4.1,101.16
1037,44.0,3.0,44.0,31.5,4.17,101.15
1038,25.0,18.0,45.0,31.16,4.14,101.15
1039,37.0,22.0,48.0,30.83,4.11,101.14
1040,66.0,41.0,20.0,31.18,4.22,101.14
1041,80.0,20.0,42.0,31.54,4.33,101.14
1042,9.0,15.0,43.0,31.79,4.05,101.13
1043,66.0,12.0,31.0,32.04,3.77,101.12
1044,82.0,40.0,70.0,32.18,3.54,101.12
1045,36.0,1.0,46.0,32.32,3.31,101.12
1046,55.0,31.0,63.0,32.41,3.48,101.12
1047,82.0,21.0,61.0,32.5,3.65,101.11
1048,55.0,45.0,50.0,32.19,3.71,101.1
1049,32.0,28.0,46.0,31.88,3.77,101.09
1050,90.0,14.0,28.0,31.92,3.76,101.08
1051,65.0,21.0,24.0,31.97,3.74,101.08
1052,71.0,43.0,53.0,32.08,3.5,101.07
1053,3.0,25.0,63.0,32.19,3.26,101.07
1054,24.0,36.0,67.0,32.06,3.44,101.06
1055,15.0,16.0,63.0,31.94,3.63,101.06
1056,77.0,28.0,33.0,31.86,3.81,101.06
1057,82.0,38.0,49.0,31.79,3.99,101.07
1058,1.0,36.0,51.0,31.8,3.94,101.06
1059,51.0,41.0,50.0,31.8,3.88,101.06
1060,10.0,39.0,66.0,31.52,3.97,101.06
1061,89.0,28.0,35.0,31.24,4.06,101.06
1062,54.0,24.0,52.0,30.96,4.15,101.05
1063,70.0,17.0,25.0,30.68,4.24,101.05
1064,71.0,38.0,44.0,31.0,4.07,101.04
1065,59.0,34.0,48.0,31.33,3.9,101.04
1066,71.0,41.0,51.0,31.06,3.86,101.04
1067,10.0,24.0,21.0,30.78,3.81,101.04
